order,author,Book_name,recommend,Reading_people,info,cover
81,维克多·弗兰克尔,活出生命的意义,83.0%,1018,美国具影响力的10本图书之一。著名心理学家弗兰克尔是20世纪的一个奇迹。纳粹时期，作为犹太人，他的全家都被关进了奥斯威辛集中营，他的父母、妻子、哥哥，全都死于毒气室中，只有他和妹妹幸存。弗兰克尔不但超过了这炼狱般的痛苦，更将自己的经验与学术结合，开创了意义辽法，替人们找到绝处再生的意义，也留下了人性史上最富光彩的见证。弗兰克尔一生对生命充满了极大的热情，67岁仍开始学习驾驶飞机，并在几个月后领到驾照。一直到80岁还登上了阿尔卑斯山。他并不是当年在集中营里被编号为119104的待决囚徒，而是让人的可能性得以扩大的圣者。这本书曾经感动千千万万的人，它被美国国会图书馆评选为具影响力的十本著作之一。,https://wfqqreader-1252317822.image.myqcloud.com/cover/527/857527/t6_857527.jpg
82,阿城,棋王,86.6%,644,《棋王》收录“三王”小说经典，珍贵文献、星星美展插画、《今天》杂志油印创作谈等一并收入，呈现文字手艺人阿城先生的温度与风度。“从世俗小说的样貌来说，《棋王》里有‘英雄传奇’、‘现实演义’，‘言情’因为较隐晦，评家们对世俗不熟悉，所以至今还没解读出来，大概总要二三十年吧。不少人的评论里都提到《棋王》里的‘吃’，几乎叫他们看出‘世俗’平实本义，只是被自己用惯的大话引开了。《树王》里潜在的是蒙昧的良知，不是科学的，是原始的，但它面对的不是科学，而是愚蠢，这就使双方都走向失败。愚蠢没有良知，所以良知即使是蒙昧的，对于中国，也是有价值的。我自己最喜欢《孩子王》，小说开始时明确写着写作时间是一九七六，将来会怎样，不知道。那时已经是个农民了，空闲的时候写写东西，浪费纸张。当时的人生的状态，只是不合作。”,https://wfqqreader-1252317822.image.myqcloud.com/cover/11/25398011/t6_25398011.jpg
83,冯友兰,中国哲学简史,88.3%,1382,《中国哲学简史》打通古今中外的相关知识，以宏观开阔的视野对中国哲学进行了深入浅出的、融会贯通的讲解。在有限的篇幅里融入了对中国传统思想、文化、精神、智慧等方面的理解，融会了史与思的智慧结晶，洋溢着人生的智慧与哲人的洞见，寄托着现实的人生关怀。它在世界各地有多种译本，拥有众多的读者，是许多大学中国哲学的通用教材；同样，它也是广大读者学习中国古代文化、借鉴中国传统智慧、启迪现实人生的入门书。它是一部名副其实的可以影响大众一生的文化经典。本书是北京大学出版社独家拥有版权的冯友兰先生亲自指导翻译并认可的唯一版本。,https://wfqqreader-1252317822.image.myqcloud.com/cover/358/651358/t6_651358.jpg
84,老舍,四世同堂,93.4%,1515,《四世同堂》是一部表现抗战时期北平沦陷区普通民众生活百态的长篇小说。该书以北平小羊圈胡同为背景，通过复杂的矛盾纠葛，以胡同内的祁家为主，钱家、冠家，以及其他居民为辅，刻画了当时社会各阶层众多普通人的形象；反抗与顺从的选择、国家与个人的选择等种种艰难的选择纷繁地交织在一起，深刻地展示了普通人在大时代历史进程中所走过的艰难曲折的道路。,https://wfqqreader-1252317822.image.myqcloud.com/cover/729/22910729/t6_22910729.jpg
85,陀思妥耶夫斯基,卡拉马佐夫兄弟（套装上下册）（译文名著精选）,92.9%,925,《卡拉马佐夫兄弟（套装上下册）》：老卡拉马佐夫贪婪好色，独占妻子留给儿子们的遗产，并与长子德米特里为一个风流女子争风吃醋。一天黑夜，德米特里疑心自己的情人去跟老头儿幽会，便闯入家园，一怒之下，差点把老头儿砸死。他仓皇逃离后，躲在暗中装病的老卡拉马佐夫的私生子斯乜尔加科夫悄然杀死老爷，造成了一桩震惊全俄的扑朔迷离的血案，从而引发一连串惊心动魄的事件。作品展示了错综复杂的社会、家庭矛盾和人性悲剧，体现了作家一生的最高艺术成就。,https://wfqqreader-1252317822.image.myqcloud.com/cover/108/932108/t6_932108.jpg
86,加缪,局外人,81.2%,542,《局外人》是诺贝尔文学奖得主阿尔贝·加缪的长篇小说，是这位法国存在主义作家的代表作之一，也是20世纪世界范围内流行度最广的文学作品之一。《局外人》通过第一人称视角讲述了一位寻常的年轻职员，终日麻木地生活在漫无目的惯性中，某日去海边度假，卷进一宗冲突，犯下杀人案，最后因“他没有在母亲的葬礼上流一滴泪”的理由，被法庭以“法兰西人民”的名义判处死刑的故事。阐述了存在主义的一个重要命题：现代生活中人类社会的荒诞和陌生感导致个体的绝望与虚无。并通过平静地记述一个小人物被司法机关“妖魔化”的整个过程，深刻地讽刺了现代法律的虚伪和愚弄的实质。,https://wfqqreader-1252317822.image.myqcloud.com/cover/686/837686/t6_837686.jpg
87,汪曾祺,家人闲坐，灯火可亲,93.6%,1115,家贵在传承，父辈身上的特质影响他一生：汪曾祺出生在一个地主家庭，祖父白手起家，有两千多亩地，两家药铺，却生活节俭，一个咸鸭蛋要分两顿吃，爱花大价钱收藏字画。父亲多才多艺，会拳脚、爱音乐、写字、画画，还会用最好的材料给孩子做花灯和风筝，陪孩子玩。汪曾祺说“我的童年很美”，所以他的一生受童年的影响，兴趣广泛，活得洒脱而有诗意。本书主要围绕家和生活，分四辑：辑一家人闲坐，灯火可亲；辑二自得其乐，随遇而安；辑三汤和天气好；辑四日日有小暖，至味在人间。是汪曾祺写给大家的美而幸福的“活法”，几乎囊括了汪曾祺Z精华的散文，并附录汪氏三兄妹写“老头儿”和母亲的文章。是了解汪曾祺家风及生活的Z佳读本。读一读汪曾祺的文字，你会觉得得生活是美好的，人是有诗意的，会加更热爱这个世界。,https://wfqqreader-1252317822.image.myqcloud.com/cover/835/31151835/t6_31151835.jpg
88,桐华,长相思（杨紫、张晚意、檀健次主演）,87.9%,1708,上古时期，人、神、妖混居，神农、轩辕、高辛三国鼎立。流落大荒的高辛王姬玖瑶（小夭）历经百年颠沛之苦，不但失去了身份，也失去了容貌，在清水镇落脚，成为了“无处可去、无人可依、无力自保”的玟小六。他悬壶为生恣意不羁。小夭的表哥轩辕王子玱玹即使寄人篱下、隐忍蛰伏，也为了寻找小夭走遍大荒，来到清水镇。清水镇的日子平淡温馨，玟小六意外救了垂危的青丘公子涂山璟，朝夕相处中二人情愫渐生；玟小六又与九头妖相柳不打不相识，惺惺相惜结为知己。玟小六和玱玹相见不相识，几经波折，才终与玱玹相认，恢复王姬身份。为了一统天下，玱玹舍私情要王座，相柳守义战死、小夭帮助玱玹完成大业后，与涂山璟隐逸江湖。思而不得的玱玹将所有精力都放在了治理国家上，因为他知道，只要天下太平，他的小夭就能够幸福安康。,https://wfqqreader-1252317822.image.myqcloud.com/cover/983/23484983/t6_23484983.jpg
89,朱光潜,给青年的十二封信,83.5%,1102,《给青年的十二封信》是美学大家朱光潜先生的成名作。二十世纪二十年代后期，朱光潜先生求学于欧洲，从海外寄回了这十二封写给青年朋友的信，最初登载在《一般》杂志上，后集结成册出版，多次重印。信中所谈皆是青少年们所正在关心或应该关心的话题，如读书、作文、爱恋、情理、修身、做人，凡此种种。作者劝年轻的朋友们，眼光要深沉，戒骄戒躁，不贪容易，更不能随了世俗、急于近利。这些信件正是朱光潜先生提供给现代青少年的成长指南。,https://wfqqreader-1252317822.image.myqcloud.com/cover/65/936065/t6_936065.jpg
90,毛姆,刀锋,84.9%,2049,本书是毛姆四大长篇小说代表作中最后一部，小说初稿完成后，他说：“写这本书带给我极大的乐趣。我才不管其他人觉得这本书是好是坏。我终于可以一吐为快，对我而言，这才是最重要的。”本书背景设于两次世界大战期间，小说主人公拉里一战时服役于空军，曾在浩瀚无垠的天空中高飞，想要“远远超越世俗的权力和荣誉”，战友之死让他惊觉生命之无奈与不可超越。退伍后，拉里不上大学，不结婚，也不愿就业，抛下亲友，到欧洲游历，最后远赴印度，在一位象神大师的静修院受到启发，顿悟了生命的真义。本书是毛姆以自己真名作为叙事者的长篇小说。书中人物虽都“另取其名”，内容却“毫无虚构”，都是源自毛姆与友人的亲身经历。,https://wfqqreader-1252317822.image.myqcloud.com/cover/22/853022/t6_853022.jpg
91,雷米,心理罪（全集）,87.9%,993,60万读者口碑推荐，中国心理犯罪小说人雷米，正能量出击给罪犯画像、罪与罚的仪式、黑暗心灵的救赎、人与城的和解，套装五册，带你开启一段酣畅淋漓的《心理罪》之旅。包含《第七个读者》《画像》《暗河》《教化场》《城市之光》。,https://wfqqreader-1252317822.image.myqcloud.com/cover/50/847050/t6_847050.jpg
92,阿加莎·克里斯蒂,无人生还（同名英剧原著）,82.0%,461,十个相互陌生、身份各异的人受邀前往德文郡海岸边一座孤岛上的豪宅。客人到齐后，主人却没有出现。当晚，一个神秘的声音发出指控，分别说出每个人心中罪恶的秘密。接着，一位客人离奇死亡。暴风雨让小岛与世隔绝，《十个小士兵》——这首古老的童谣成了死亡咒语。如同歌谣中所预言的，客人一个接一个死去……杀人游戏结束后，竟无一人生还！,https://wfqqreader-1252317822.image.myqcloud.com/cover/514/728514/t6_728514.jpg
93,莫言,檀香刑,88.6%,915,莫言最重要的长篇力作，以清末酷刑挑战阅读神经，一开腔，就把读者拉进了莫言独特的叙述世界里：荡气回肠的“猫腔”大戏，“凤头—猪肚—豹尾”的传统讲述方式，“说书人”天马行空的想象，“高密东北乡”的奇人异事，是暴力的美学、历史的介入和现实的关照的完美结合。,https://wfqqreader-1252317822.image.myqcloud.com/cover/429/26435429/t6_26435429.jpg
94,黄奇帆,结构性改革,91.6%,1402,恰逢百年未有之大变局，经济转型发展、中美贸易摩擦、新冠疫情暴发等问题交相叠加，无不考验着我国面对复杂问题的智慧和勇气，供给侧结构性改革的重要性与紧迫性空前凸显。这本书从基础性、结构性、机制性、制度性等多个维度，深入剖析我国供给侧关键矛盾并对症下药。 全书一共七章。第 一章详解如何紧抓供给侧结构性改革主线；第二章聚焦去杠杆与金融风险防范；第三章解读新时代下我国资本市场高质量发展之路；第四章讲述“数字化”如何重塑经济社会生态；第五章对房地产长效调控机制开出药方，并预判今后十年房地产行业六大趋势；第六章着眼于国有企业资本运作与地方政府营商环境改善；第七章阐释新局面、新特征下，我国对国际形势与中美关系的应对之道，深入剖析“双循环”新格局。,https://wfqqreader-1252317822.image.myqcloud.com/cover/49/33362049/t6_33362049.jpg
95,杨绛,走到人生边上：自问自答（增订本）,85.4%,654,这是杨绛先生在96岁高龄时创作的一部充满哲思与意趣的散文集。杨先生通过对命运、人生、生与死、灵与肉等根本问题的思考，指出人生的价值在于遵循“灵性良心”的要求修炼自己，完善自身。她以深刻独到的体验，秉笔直书的勇气和生动饱满的笔触，为那些在现实生活中因信仰缺失而茫然无助的人们指点迷津。,https://wfqqreader-1252317822.image.myqcloud.com/cover/812/23723812/t6_23723812.jpg
96,裟椤双树,百妖谱（同名动漫原著）,92.6%,638,2020年开播动漫《百妖谱》原著小说。桃都鬼医桃夭只治妖怪不治人，她带着小和尚磨牙一起云游四方，顺道给各路妖怪治病。桃夭收服了一只狐妖，为保住性命，狐妖回到了原形从头开始，也成了磨牙的跟班狐狸滚滚。两人一狐，加上她们的老邻居蛇妖柳公子，结伴而行，在这妖怪横行、惊险重重，却又让人眷念的人间大显神通，为周围的妖怪治疗各种疑难杂症，也为这些妖怪周围的人类排忧解难。桃夭、磨牙和柳公子之间的关系不显山不露水，更多稀奇古怪的问题等着我们和这个小团队一起去探索解决。冰山的一角可以窥探整个故事的磅礴精致，这是一场华丽未知的探险。故事一直都在进行中，每一段旅途都是一个新的篇章。我们在这个过程中，可以感受逐步解锁关卡的雀跃，享受问题解决后的安宁与平静，还可以同主角们一起，把一个个寓言般的小故事串联成一个精彩纷呈的大千世界……,https://wfqqreader-1252317822.image.myqcloud.com/cover/395/32458395/t6_32458395.jpg
97,萧红,呼兰河传,84.4%,774,《呼兰河传》，一部充满童心、诗趣和灵感的“回忆式”长篇小说。全书七章：一、二章写小城风情，三、四章谈家中亲疏人物，五、六、七章摹绘独立旁枝人物。作者用舒展自如的巡视式艺术手法，以情感的起伏为脉络，为“生于斯、长于斯的呼兰河畔的乡镇作传，为这个乡镇的风土人情，为各种各样人的生与死、欢乐与悲哀作传”。全书七章可各自独立又浑然一体，尾声余响不绝。萧红以娴熟的写作技巧，抒情诗的意境，浑重而又轻盈的文笔，造就了她的巅峰之作，为中国文学奉献了一部不朽的经典。,https://wfqqreader-1252317822.image.myqcloud.com/cover/704/785704/t6_785704.jpg
98,林清玄,孤独是一个人的清欢,81.6%,636,看一人风景，享独世清欢，当代文学大家 林清玄亲自审定 全新散文集，知名摄影师青简摄影插图，随书附赠3张精美明信片，凝结林清玄半生智慧的心灵之书，献给所有想在这个喧嚣的世界里，修得一颗宁静之心的人。,https://wfqqreader-1252317822.image.myqcloud.com/cover/718/23722718/t6_23722718.jpg
99,弗雷德里克·巴克曼,焦虑的人,91.3%,2594,究竟是何种程度的无奈和绝望，迫使一个中年人在新年来临前的早晨，用一把玩具枪抢劫一家无现金银行。行动失败的劫匪仓皇之中逃进一间位于大楼顶层的待售公寓，里面全都是正在看房子的潜在买家。由此开始，抢劫案变成了劫持人质案。然而事情的发展出乎预料，没有警匪对峙、没有致命一击，漫长的一天过后，八名人质安然无恙得到释放，劫匪却完全不见踪影。警察对人质逐一展开讯问，却发现他们每个人都有一肚子的抱怨和疑问，可是谁也说不清楚并且不关心劫匪究竟去了哪里。,https://wfqqreader-1252317822.image.myqcloud.com/cover/681/40726681/t6_40726681.jpg
100,南怀瑾,《金刚经》说什么,90.0%,1525,本书是南怀瑾先生有关《金刚经》的讲课记录。作者依据梁代昭明太子的分法，将《金刚经》分为三十二品（相当于章），然后逐品作了讲解。每一品均以一首偈颂作总结，以阐发自己的心得。《金刚经》是初期大乘佛教的代表作之一，也是般若类佛经的纲要书，它全称《金刚般若波罗蜜经》一卷，由姚秦鸠摩罗什于弘始祥译出，问世之后，即在社会上广泛流传，篡要、注解、类颂、重演、义记、采微、集解、科释、宗通、决疑、大意、直说等注释达一百多种。,https://wfqqreader-1252317822.image.myqcloud.com/cover/651/22791651/t6_22791651.jpg
